번호,발생시각,규모,깊이(km),"최대
진도",위도,경도,위치,지도보기,"상세정보
(진도 등)"
58,2013/01/26 8:57:56,2.4,,,36.11 N,127.73 E,충북 영동군 남서쪽 9km 지역,지도,-
57,2013/01/15 13:31:34,2.8,,,36.59 N,129.73 E,경북 영덕군 동북동쪽 38km 해역,지도,-
56,2013/01/02 5:53:37,2.5,,,33.37 N,127.27 E,제주 서귀포시 성산 동쪽 36km 해역,지도,-
55,2012/12/19 15:05:02,2.2,,,35.72 N,127.22 E,전북 완주군 남남동쪽 21km 지역,지도,-
54,2012/11/22 3:04:54,3,,,35.22 N,127.97 E,경남 진주시 서북서쪽 11km 지역,지도,-
53,2012/10/17 14:37:41,2.5,,,37.54 N,124.84 E,인천 백령도 남남동쪽 48km 해역,지도,-
52,2012/10/01 6:51:24,2.4,,,36.73 N,128.40 E,경북 예천군 북북서쪽 10km 지역,지도,-
51,2012/09/28 19:36:35,2.1,,,36.41 N,128.73 E,경북 의성군 북북동쪽 7km 지역,지도,-
50,2012/09/27 22:24:47,2.7,,,35.40 N,126.08 E,전북 부안군 위도 남서쪽 30km 해역,지도,-
49,2012/09/24 9:59:10,2.5,,,38.73 N,125.48 E,북한 남포 남동쪽 4km 지역,지도,-
48,2012/09/20 2:43:45,2.4,,,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역,지도,-
47,2012/09/19 14:52:11,2.2,,,34.66 N,128.75 E,경남 통영시 매물도 동쪽 16km 해역,지도,-
46,2012/09/19 14:49:25,2.1,,,34.71 N,128.72 E,경남 통영시 매물도 동북동쪽 15km 해역,지도,-
45,2012/09/18 5:39:02,2.7,,,33.53 N,125.81 E,제주 제주시 고산 북서쪽 42km 해역,지도,-
44,2012/09/10 22:06:02,2.1,,,35.82 N,129.41 E,경북 경주시 동쪽 18km 지역,지도,-
43,2012/09/07 2:34:46,3.1,,,36.40 N,127.25 E,충남 공주시 동남동쪽 12km 지역,지도,-
42,2012/08/18 18:06:41,2.2,,,36.20 N,125.26 E,충남 태안군 서격렬비도 남남서쪽 51km 해역,지도,-
41,2012/08/13 0:54:08,2.2,,,36.84 N,128.68 E,경북 영주시 북동쪽 6km 지역,지도,-
40,2012/08/10 21:25:13,2.6,,,35.82 N,128.39 E,경북 고령군 북동쪽 16km 지역,지도,-
39,2012/07/29 3:22:12,2.7,,,32.85 N,126.02 E,제주 제주시 고산 남남서쪽 51km 해역,지도,-
38,2012/07/26 19:24:58,3.4,,,37.98 N,125.45 E,북한 황해남도 옹진 북동쪽 10km 지역,지도,-
37,2012/07/22 12:04:41,2.3,,,34.69 N,126.60 E,전남 영암군 남서쪽 15km 지역,지도,-
36,2012/07/14 2:38:27,2.6,,,33.78 N,124.97 E,전남 신안군 가거도 남남서쪽 34km 해역,지도,-
35,2012/07/11 19:33:13,2.1,,,36.87 N,125.28 E,충남 태안군 서격렬비도 북서쪽 38km 해역,지도,-
34,2012/07/11 19:27:30,2.5,,,36.90 N,125.27 E,충남 태안군 서격렬비도 북서쪽 41km 해역,지도,-
33,2012/07/09 8:59:14,2.4,,,35.32 N,128.71 E,경남 창원시 북북동쪽 11km지역,지도,-
32,2012/07/08 9:43:29,2.5,,,35.72 N,129.35 E,경북 경주시 남동쪽 18km 지역,지도,-
31,2012/07/03 9:42:07,2.2,,,37.19 N,129.08 E,강원 삼척시 남남서쪽 30km 지역,지도,-
30,2012/06/24 1:20:47,2.1,,,37.53 N,124.56 E,인천 백령도 남남서쪽 48km 해역,지도,-
29,2012/06/23 16:42:52,2.6,,,36.70 N,128.31 E,경북 문경시 북동쪽 17km 지역,지도,-
28,2012/06/19 20:55:24,3.1,,,33.48 N,125.93 E,제주 제주시 고산 북서쪽 30km 해역,지도,-
27,2012/06/14 6:15:19,2.1,,,39.72 N,126.92 E,북한 함경남도 요덕 북동쪽 10km지역,지도,-
26,2012/06/12 17:52:08,2.2,,,35.87 N,128.67 E,대구 수성구 동북동쪽 4km 지역,지도,-
25,2012/06/12 13:34:37,2.4,,,37.33 N,125.27 E,인천 옹진군 연평도 남서쪽 53km 해역,지도,-
24,2012/06/12 9:01:26,2.1,,,38.77 N,125.72 E,북한 황해북도 송림 동북동쪽 8km 지역,지도,-
23,2012/06/12 3:42:32,2.1,,,36.32 N,127.51 E,충북 옥천군 서북서쪽 6km 지역,지도,-
22,2012/06/05 8:18:41,2.1,,,38.43 N,126.16 E,북한 황해북도 평산 서북서쪽 23km 지역,지도,-
21,2012/06/01 12:05:43,2.6,,,37.12 N,125.96 E,인천 옹진군 덕적도 서남서쪽 20km 해역,지도,-
20,2012/06/01 8:09:37,2.3,,,35.92 N,127.61 E,전북 무주군 남남서쪽 10km 지역,지도,-
19,2012/05/30 2:48:11,3.4,,,36.57 N,129.57 E,경북 영덕군 북동쪽 25km 해역,지도,-
18,2012/05/16 17:50:15,2.7,,,36.23 N,128.49 E,경북 군위군 서쪽 8km 지역,지도,-
17,2012/05/15 11:05:12,2.9,,,35.92 N,129.62 E,경북 포항시 남구 동남동쪽 25km 해역,지도,-
16,2012/05/11 12:46:04,3.9,,,36.02 N,127.71 E,전북 무주군 동북동쪽 5km 지역,지도,-
15,2012/05/02 5:04:58,2.1,,,35.77 N,126.81 E,전북 김제시 서남서쪽 7km 지역,지도,-
14,2012/05/02 1:33:17,3.4,,,33.69 N,126.04 E,제주 제주시 고산 북북서쪽 46km 해역,지도,-
13,2012/04/20 21:11:02,3.1,,,33.43 N,127.26 E,제주 서귀포시 성산 동쪽 36km 해역,지도,-
12,2012/04/17 13:31:07,2.6,,,35.72 N,126.51 E,전북 부안군 서쪽 20km 해역,지도,-
11,2012/03/30 14:51:51,2.3,,,36.49 N,127.91 E,경북 상주시 서북서쪽 24km 지역,지도,-
10,2012/03/29 0:26:53,2.2,,,35.34 N,125.95 E,전북 부안군 위도 남서쪽 43km 해역,지도,-
9,2012/03/18 9:21:03,2.5,,,36.90 N,130.24 E,경북 울진군 동쪽 75km 해역,지도,-
8,2012/02/27 0:26:26,2.5,,,35.15 N,129.85 E,울산 동구 남동쪽 55km 해역,지도,-
7,2012/02/24 9:05:32,3.2,,,35.20 N,129.93 E,울산 동구 남동쪽 57km 해역,지도,-
6,2012/02/24 0:54:55,2.4,,,35.13 N,129.85 E,울산 동구 남동쪽 57km 해역,지도,-
5,2012/02/21 22:30:56,2.5,,,35.13 N,129.80 E,부산 기장군 동남동쪽 54km 해역,지도,-
4,2012/02/19 20:21:29,2.7,,,35.13 N,129.89 E,울산 동구 남동쪽 59km 해역,지도,-
3,2012/01/24 2:41:53,2.2,,,37.12 N,125.96 E,인천 옹진군 덕적도 서남서쪽 20km 해역,지도,-
2,2012/01/19 15:43:00,2.7,,,38.51 N,126.23 E,북한 황해북도 평산 북서쪽 24km 지역,지도,-
1,2012/01/16 3:03:54,2.2,,,36.79 N,128.75 E,경북 안동시 북쪽 25km 지역,지도,-
